🕘️更新时间,#genre#
CCTV-10,http://58.35.95.16:20009/rtp/233.18.204.76:5140
CCTV-10,http://119.131.25.143:9003/udp/239.77.0.134:5146
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV-13,http://119.131.25.143:9003/udp/239.253.43.196:5146
CCTV-13,http://101.66.199.17:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://183.220.20.17:4321/rtp/239.11.0.24:5140
CCTV-13,http://183.222.15.202:4321/rtp/239.11.0.24:5140

🌊港澳台,#genre#
TVB News,http://rihou.cc:555/tv/[Pd]无线新闻
TVB News,http://125.94.244.29:2101/1234.php?id=7&s=1
TVB News,http://125.94.244.29:2101/1234.php?id=5&s=2
TVB News,http://125.94.244.29:2101/1234.php?id=46&s=3
TVB News,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=153399
TVB News,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:06:9A:77&stream=153399
TVB News,https://h5cdn3.kylintv.tv/live/tvbnews_iphone.m3u8
翡翠台,http://45.192.97.170:8880/play/1119.m3u8
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠
翡翠台,http://125.94.244.29:2101/1234.php?id=4&s=1
翡翠台,http://125.94.244.29:2101/1234.php?id=4&s=2
翡翠台,http://125.94.244.29:2101/1234.php?id=5&s=1
翡翠台,http://45.192.97.170:8880/play/1170.m3u8
翡翠台,http://45.192.97.170:8880/play/1171.m3u8
明珠台,http://rihou.cc:555/tv/[Pd]无线明珠
明珠台,http://45.192.97.170:8880/play/1120.m3u8
明珠台,http://45.192.97.170:8880/play/1172.m3u8
明珠台,http://45.192.97.170:8880/play/1211.m3u8
明珠台,http://49.232.143.177:80/pyxg/hmy.php?id=明珠台&key=***
凤凰卫视,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#http://cdn6.163189.xyz/163189/fhzw#http://vpn.clnas0001.top:9981/stream/channelid/2064247055?profile=pass
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=3ed416f2709e7ecaf6dc1b9d9c66bb5e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰卫视,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
凤凰卫视,http://218.206.193.218:8888/hls/110/index.m3u8
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港,http://k.061899.xyz/k.php?id=fhhk
凤凰香港,http://49.232.143.177:80/pyxg/hmy.php?id=鳳凰香港&key=***
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=77bd953dbf073e11b80bba0a8aca92c5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰资讯,http://k.061899.xyz/k.php?id=fhzx
凤凰资讯,http://43.152.224.209/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://49.232.143.177:80/pyxg/hmy.php?id=鳳凰資訊_1&key=***
TVBJ1,http://45.192.97.170:8880/play/1168.m3u8
TVBJ1,http://125.94.244.29:2101/1234.php?id=12&s=5
TVBJ1,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=153395
TVBJ1,http://line.tivi-one.net:80/play/live.php?extension=ts&mac=00:1A:79:FD:41:1E&stream=1495598
TVB1,http://45.192.97.170:8880/play/1122.m3u8
TVB1,http://45.192.97.170:8880/play/1167.m3u8
TVB1,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=153396
TVB1,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=153401
Now新闻台,http://rihou.cc:555/tv/[Cx]Now新闻
Now新闻台,http://rihou.cc:555/tv/[Pd]Now新闻
Now新闻台,http://rihou.cc:555/tv/[Hk]Now新闻
Now新闻台,http://125.94.244.29:2101/1234.php?id=16&s=2
Now新闻台,http://psyl11.dyndns.tv:35451/live/axdynowtream/fSlawNmh15/23.ts
Now新闻台,http://49.232.143.177:80/pyxg/hmy.php?id=Now新聞台&key=***
RTHK32,http://rihou.cc:555/tv/[Pd]RTHK-32
RTHK32,http://125.94.244.29:2101/1234.php?id=15&s=2

☘️广东频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
广东卫视,http://183.222.15.202:4321/rtp/239.11.0.115:5140
广东卫视,http://61.145.188.90:60033/udp/239.77.1.152:5146
广东卫视,http://61.145.188.90:60033/udp/239.77.0.166:5146
广东卫视,http://198.204.228.26/live/gdwshd.m3u8
大湾区卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nfws
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
大湾区卫视,http://198.204.228.26/live/gdgj.m3u8
大湾区卫视,http://t.061899.xyz/tl/tl.php?id=dwqws
大湾区卫视,http://107.150.60.122/live/gdgj.m3u8
大湾区卫视,http://198.204.228.26/live/nfws.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqbv/gdzj.m3u8?auth=test20251009
广东珠江,http://107.150.60.122/live/gdzj.m3u8
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江,http://198.204.228.26/live/gdzj.m3u8
广东珠江,http://61.145.188.90:60033/udp/239.77.0.114:5146
广东珠江,http://61.145.188.90:60033/udp/239.77.0.1:5146
广东新闻,http://198.204.228.26/live/gdxw.m3u8
广东新闻,http://107.150.60.122/live/gdxw.m3u8
广东新闻,http://198.204.228.26/live/gdxwa.m3u8
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdxw
广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
广东新闻,http://m.061899.xyz/mg/gdxw
广东民生,http://go.bkpcp.top/mg/gdms
广东民生,http://m.061899.xyz/mg/gdms
广东民生,http://192.151.150.154/live/gdgg.m3u8
广东民生,http://119.131.25.143:9003/udp/239.77.0.225:5146
广东民生,http://61.145.188.90:60033/udp/239.77.0.225:5146
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
广东民生,http://107.150.60.122/live/gdgg.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2
南国都市4K,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
南国都市4K,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8?txTime=6594e9c2&txSecret=c5a1adcdef8653b7d9c228d3905b414f
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0901a0ee80ee6b60f0731399e0de6c5d&txTime=191825f0639
广州新闻,http://61.145.188.90:60033/udp/239.253.43.72:5146
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8
广州新闻,http://47.108.20.161:8866/guangdong/guangzhou.php?id=xinwen

📡卫视频道,#genre#
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
江苏卫视,http://104.152.209.49:8181/720p/jsws.m3u8
江苏卫视,http://198.204.228.26/live/jswshd.m3u8
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140
江苏卫视,http://183.222.15.202:4321/rtp/239.11.0.76:5140
江苏卫视,http://112.19.88.97:8899/rtp/239.11.0.76:5140
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://183.222.15.202:4321/rtp/239.11.0.70:5140
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://183.220.107.138:4022/rtp/239.11.0.70:5140
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140
东南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
东南卫视,http://154.12.36.187:656/index.php?token=2025&id=dnws
东南卫视,http://183.222.15.202:4321/rtp/239.11.0.41:5140
东南卫视,http://125.121.255.120:9988/udp/233.50.201.146:5140
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140
东南卫视,http://61.145.188.90:60033/udp/239.77.1.104:5146
