🕘️更新时间,#genre#
TVB News,http://tv123.cc.cd/live.php?ch=285&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=ff41b0c336bc6fabf861d2775bd5b1615fc1912013b0a9771fa00663adf0d997
TVB News,http://tv123.cc.cd/live.php?ch=324&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=69537c563a2463c9597c0301f684b56935269d9028b8ac5cbcdcd8dfb94ee10a
无线新闻,http://c.123.rr.kg/163189/wxxw
无线新闻,http://tv123.cc.cd/live.php?ch=266&sid=c219ffa4dfaaa4b7c5acd2a41f2080bb&exp=1790098640&sig=46467271600044e413608fe0f7b16105847c20baf4fb11d6fbbc5857d575b846
无线新闻,http://c.123.rr.kg/163189/wxxwt
无线新闻,http://tv123.cc.cd/live.php?ch=285&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=ff41b0c336bc6fabf861d2775bd5b1615fc1912013b0a9771fa00663adf0d997
无线新闻,http://tv123.cc.cd/live.php?ch=324&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=69537c563a2463c9597c0301f684b56935269d9028b8ac5cbcdcd8dfb94ee10a
无线新闻,http://tv123.cc.cd/live.php?ch=325&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=bea5b1e9ddb1a965ff6a8a52344621a3075567ec4939bd9edae4ff44ba0c43db
无线新闻,http://tv123.cc.cd/live.php?ch=943&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=585063c2e64794d135730f98b3457831233496a7ebb4cf62a39e2ce1ee75d70b
翡翠台,https://cdn3.indevs.in/stream/tvb/fct/#https://cdn3.indevs.in/stream/tvb/fct4k/
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
翡翠台,http://c.123.rr.kg/163189/fct
翡翠台,http://tv123.cc.cd/live.php?ch=284&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=b848403b15e22c15dd8a4b4eeb71e236e712d8f30e917fbe67b560a528362e3a
翡翠台,http://tv123.cc.cd/live.php?ch=320&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=f1236b83de9ca959272c518244d5e518472998762223d144843a0a1095224048
翡翠台,http://tv123.cc.cd/live.php?ch=742&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=82ccce5ff220d7a6c149b60cad0695ddead6b9cb52195edc8a54ad50fbac0538
明珠台,http://tv123.cc.cd/live.php?ch=326&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=01866c5f4bf6384878bc6b4ac5440d2a47eaa95c7ace6da1db734fe91d3cb9d3
明珠台,http://tv123.cc.cd/live.php?ch=327&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=77852195b172622d66b9dbd81e82c0fed171339576d691a25306609958a5373c
明珠台,http://tv123.cc.cd/live.php?ch=1720&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=95f2b4e8844334b9e4426f8a4bce93df57878bdd1895cc208565fc70df2c9f63
明珠台,http://tv123.cc.cd/live.php?ch=2028&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=2b59ce6cbe24f43aea1fd299202ab7ed920e03c06e624bd8da80e0e4738d4aff
明珠台,http://tv123.cc.cd/live.php?ch=2083&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=699b491947b589340ff1157a2e61a76801c1259468502810b8257cfb012428d6
明珠台,http://tv123.cc.cd/live.php?ch=2122&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=a1990ee6db27f584fa5396c10be331c5ce37c7a5a3446490bdde3220abf69c78
明珠台,https://cdn.qd.je/163189.php?id=mzt
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#http://cdn6.163189.xyz/163189/fhzw#http://vpn.clnas0001.top:9981/stream/channelid/2064247055?profile=pass
凤凰卫视,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=3ed416f2709e7ecaf6dc1b9d9c66bb5e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视,http://173.208.234.146/live/fhzw.m3u8
凤凰卫视,http://173.208.234.146/live/fhzw.m3u8
凤凰卫视,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34629
凤凰卫视,http://31.43.191.125:8080/restream/restream/34629
凤凰香港,http://173.208.234.146/live/fhxg.m3u8
凤凰香港,http://173.208.234.146/live/fhxg.m3u8
凤凰香港,http://43.152.224.209/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,https://php.doube.eu.org/fengshows.php?pid=3
凤凰香港,http://c.123.rr.kg/163189/fhhk
凤凰香港,http://tv123.cc.cd/live.php?ch=280&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=921717d4eae468e5e1a4611af4aa6e0340399bf6707197fe63b1d134dfa5426b
凤凰香港,http://tv123.cc.cd/live.php?ch=335&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=8841734b1ea2d14fff497dbdbaa718e2ef315239d95de85c6a2191e85f69bc41
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=77bd953dbf073e11b80bba0a8aca92c5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk#http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,http://173.208.234.146/live/fhzx.m3u8
凤凰资讯,http://173.208.234.146/live/fhzx.m3u8
凤凰资讯,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34641
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
TVBJ1,http://c.123.rr.kg/163189/j1
TVBJ1,http://tv123.cc.cd/live.php?ch=282&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=8ecf661981f88251bb1c8d62bb173df9a5460b6b62c2b14e3e02a3487efc7a26
TVBJ1,http://tv123.cc.cd/live.php?ch=352&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=70613c81861e4f764e2e6a35458be6282cb18a6aedc0b6033ea5a76bf9451ec0
TVBJ1,http://tv123.cc.cd/live.php?ch=2079&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=c9dfb80acbc00b9bf9c50d8d56f6c2b7e91a6496e5f411fa8c7186e656f388f0
TVB1,http://c.123.rr.kg/163189/tvb1
TVB1,http://tv123.cc.cd/live.php?ch=281&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=a7c68b680a7f4dd7f5a7f7100d84e1a6eba98983957a6e2fea188076fbe7826a
TVB1,http://tv123.cc.cd/live.php?ch=351&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=02792ed0e2c63d9897b6a96330dce800fbb2b515e254efd1a98604c09f909584
TVB1,http://tv123.cc.cd/live.php?ch=2078&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=9aa8a05ba31e4bf5b029aec706d3b827dbc9ef835c5db35c079ea940afb45fce
Now新闻台,http://173.208.234.146/live/nowxw.m3u8
Now新闻台,http://psyl11.dyndns.tv:35451/live/axdynowtream/fSlawNmh15/23.ts
Now新闻台,https://fast.hidns.vip/163189/now#http://173.208.234.146/live/nowxw.m3u8
Now新闻台,https://cdn.qd.je/163189.php?id=now
Now新闻台,http://tv123.cc.cd/live.php?ch=262&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=65d948afadf3b7315a30edfb18badca3940dc89d6287eb1bb429b6da493b4f9e
Now新闻台,http://tv123.cc.cd/live.php?ch=269&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=a2846a20c1901c7c660233fc884e329fa7ce3e55b8fa5c259f46d8c15f9f2552
Now新闻台,http://tv123.cc.cd/live.php?ch=332&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=89152e5dfe550c5acac0e0f971bda8b1c345389d995dd0c903f913dff4fc0141
RTHK32,http://tv123.cc.cd/live.php?ch=1622&sid=c219ffa4dfaaa4b7c5acd2a41f2080bb&exp=1790098640&sig=410f3f3e747c5eeb048909ad8620e9b6d80c8e9c811f5b558d9169e273b98d0a
RTHK32,http://tv123.cc.cd/live.php?ch=271&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=315081f18c5c1d24eb06321c2dfb229f32f983e69bc61ed0c918883c3b21afff
RTHK32,http://tv123.cc.cd/live.php?ch=343&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=e7f99b03fca1da5895fb3d4b131ab0e7c020a36fe40939169785712c897f08a5
RTHK32,http://tv123.cc.cd/live.php?ch=1738&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=557d25ba72c55dcb7c68ac4c954fd6143036a5569642ed8aeb529914b0ebb3dd
RTHK32,http://tv123.cc.cd/live.php?ch=2069&sid=ab37e3856f2617f17e93cd66818ad9da&exp=1790335386&sig=54c30cc4195998f4cc78facf98511c3ba6c93b6caee652c6c33d6555d8044ab9
RTHK32,https://cdn.qd.je/163189.php?id=rthk32

☘️广东频道,#genre#
广东卫视,http://198.204.228.26/live/gdwshd.m3u8
广东卫视,http://204.12.221.218:8181/3m1080p/gdws.m3u8
广东卫视,http://bztv.tvbus.cc:8081/cdnlive/gdws.m3u8
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
广东卫视,http://192.151.150.154/live/gdwshd.m3u8
大湾区卫视,http://198.204.228.26/live/gdgj.m3u8
大湾区卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nfws
大湾区卫视,http://198.204.228.26/live/nfws.m3u8
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
大湾区卫视,http://107.150.60.122/live/gdgj.m3u8
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
大湾区卫视,http://192.151.150.154/live/nfws.m3u8
广东珠江,http://198.204.228.26/live/gdzj.m3u8
广东珠江,http://38.75.136.137:98/gslb/dsdqbv/gdzj.m3u8?auth=test20251009
广东珠江,http://107.150.60.122/live/gdzj.m3u8
广东珠江,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdzj
广东珠江,http://173.208.234.146/live/gdzj.m3u8
广东珠江,http://74.91.26.218:82/live/gdzj.m3u8
广东珠江,http://107.150.60.122/live/gdzja.m3u8
广东新闻,http://198.204.228.26/live/gdxw.m3u8
广东新闻,http://173.208.234.146/live/gdxw.m3u8
广东新闻,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdxw
广东新闻,http://74.91.26.218:82/live/gdxw.m3u8
广东新闻,http://198.204.228.26/live/gdxwa.m3u8
广东新闻,http://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东民生,http://198.204.228.26/live/gdgg.m3u8
广东民生,http://173.208.234.146/live/gdgg.m3u8
广东民生,http://192.151.150.154/live/gdgg.m3u8
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
广东民生,http://107.150.60.122/live/gdgg.m3u8
广东民生,http://173.208.234.146/live/gdtvs1.m3u8
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub
南国都市4K,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8?txTime=659a5130&txSecret=79b02fdfa77e39b5f5b86cd4bb848a0e
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
南国都市4K,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南国都市4K,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=daf0738d94787ac64d25644076012591&txTime=1956eaafce4
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0901a0ee80ee6b60f0731399e0de6c5d&txTime=191825f0639
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8?txTime=6594e9c2&txSecret=c5a1adcdef8653b7d9c228d3905b414f
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=c651b79c107d9cde3914d011cbb896a6&txTime=190def3c97d
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487

📡卫视频道,#genre#
江苏卫视,http://204.12.221.218:8181/3m1080p/jsws.m3u8
江苏卫视,http://198.204.228.26/live/jswshd.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
江苏卫视,http://173.208.212.130:8181/720p/jsws.m3u8
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd
江苏卫视,http://154.12.36.187:656/index.php?token=2025&id=jsws
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
浙江卫视,http://198.204.228.26/live/zjwshd.m3u8
浙江卫视,http://204.12.221.218:8181/3m1080p/zjws.m3u8
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://154.12.36.187:656/index.php?token=2025&id=zjws
浙江卫视,http://60.25.223.160:85/tsfile/live/113/1027.m3u8?key=txiptv
东南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://192.151.150.154/live/dnwshd.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
东南卫视,http://154.12.36.187:656/index.php?token=2025&id=dnws
东南卫视,http://bztv.tvbus.cc:8081/cdnlive/dnws.m3u8
东南卫视,http://39.77.156.202:4002/rtp/239.253.254.105:8000
